
-------------------
Convergence Report:
-------------------
"Bus.Node", "Error", "|V|","Vbase"
"x3048228c.2"      ,    0.00001,  1.21148E+0002,  1.20089E+0002
"x3104126c.1"      ,    0.00001,  1.21954E+0002,  1.20089E+0002
"x3104126c.2"      ,    0.00001,  1.22449E+0002,  1.20089E+0002
"x2990098a.1"      ,    0.00005,  1.12605E+0002,  1.20089E+0002
"x2990098a.2"      ,    0.00005,  1.12760E+0002,  1.20089E+0002
"x2879067a.1"      ,    0.00010,  1.19748E+0002,  1.20089E+0002
"x2879067a.2"      ,    0.00010,  1.19177E+0002,  1.20089E+0002
"x3176656a.1"      ,    0.00010,  1.20229E+0002,  1.20089E+0002
"x3176656a.2"      ,    0.00010,  1.19721E+0002,  1.20089E+0002
"x2710532c.1"      ,    0.00001,  1.22140E+0002,  1.20089E+0002
"x2710532c.2"      ,    0.00001,  1.22295E+0002,  1.20089E+0002
"x3160115b.1"      ,    0.00005,  1.20846E+0002,  1.20089E+0002
"x3160115b.2"      ,    0.00005,  1.21300E+0002,  1.20089E+0002
"x3103822c.1"      ,    0.00001,  1.24796E+0002,  1.20089E+0002
"x3103822c.2"      ,    0.00001,  1.24719E+0002,  1.20089E+0002
"x2805034a.1"      ,    0.00003,  1.18738E+0002,  1.20089E+0002
"x2805034a.2"      ,    0.00003,  1.18871E+0002,  1.20089E+0002
"x3157167a.1"      ,    0.00007,  1.16765E+0002,  1.20089E+0002
"x3157167a.2"      ,    0.00007,  1.16898E+0002,  1.20089E+0002
"x2916620a.1"      ,    0.00008,  1.14052E+0002,  1.20089E+0002
"x2916620a.2"      ,    0.00008,  1.14134E+0002,  1.20089E+0002
"x2916620b.1"      ,    0.00005,  1.21477E+0002,  1.20089E+0002
"x2916620b.2"      ,    0.00005,  1.21951E+0002,  1.20089E+0002
"x2916620c.1"      ,    0.00001,  1.25663E+0002,  1.20089E+0002
"x2916620c.2"      ,    0.00001,  1.25197E+0002,  1.20089E+0002
"x3027132a.1"      ,    0.00011,  1.16234E+0002,  1.20089E+0002
"x3027132a.2"      ,    0.00011,  1.16203E+0002,  1.20089E+0002
"x2822862c.1"      ,    0.00001,  1.21144E+0002,  1.20089E+0002
"x2822862c.2"      ,    0.00001,  1.21134E+0002,  1.20089E+0002
"x2937757c.1"      ,    0.00000,  1.22988E+0002,  1.20089E+0002
"x2937757c.2"      ,    0.00000,  1.23365E+0002,  1.20089E+0002
"x2860483b.1"      ,    0.00006,  1.25345E+0002,  1.20089E+0002
"x2860483b.2"      ,    0.00006,  1.24972E+0002,  1.20089E+0002
"x3048210a.1"      ,    0.00005,  1.15130E+0002,  1.20089E+0002
"x3048210a.2"      ,    0.00005,  1.15386E+0002,  1.20089E+0002
"x3312692a.1"      ,    0.00011,  1.16018E+0002,  1.20089E+0002
"x3312692a.2"      ,    0.00011,  1.15937E+0002,  1.20089E+0002
"x3251854a.1"      ,    0.00008,  1.14262E+0002,  1.20089E+0002
"x3251854a.2"      ,    0.00008,  1.14803E+0002,  1.20089E+0002
"x3085398b.1"      ,    0.00006,  1.27902E+0002,  1.20089E+0002
"x3085398b.2"      ,    0.00006,  1.27996E+0002,  1.20089E+0002
"x3254207a.1"      ,    0.00010,  1.19242E+0002,  1.20089E+0002
"x3254207a.2"      ,    0.00010,  1.19217E+0002,  1.20089E+0002
"x2729424a.1"      ,    0.00008,  1.14437E+0002,  1.20089E+0002
"x2729424a.2"      ,    0.00008,  1.14664E+0002,  1.20089E+0002
"x3066816a.1"      ,    0.00010,  1.17012E+0002,  1.20089E+0002
"x3066816a.2"      ,    0.00010,  1.17586E+0002,  1.20089E+0002
"x2785518c.1"      ,    0.00001,  1.22137E+0002,  1.20089E+0002
"x2785518c.2"      ,    0.00001,  1.22354E+0002,  1.20089E+0002
"x3029503c.1"      ,    0.00001,  1.22245E+0002,  1.20089E+0002
"x3029503c.2"      ,    0.00001,  1.22265E+0002,  1.20089E+0002
"x2748140a.1"      ,    0.00010,  1.17467E+0002,  1.20089E+0002
"x2748140a.2"      ,    0.00010,  1.17219E+0002,  1.20089E+0002
"x2891575c.1"      ,    0.00000,  1.22053E+0002,  1.20089E+0002
"x2891575c.2"      ,    0.00000,  1.22065E+0002,  1.20089E+0002
"x2842329c.1"      ,    0.00001,  1.23693E+0002,  1.20089E+0002
"x2842329c.2"      ,    0.00001,  1.23756E+0002,  1.20089E+0002
"x3254212b.1"      ,    0.00003,  1.19327E+0002,  1.20089E+0002
"x3254212b.2"      ,    0.00003,  1.18944E+0002,  1.20089E+0002
"x3198348a.1"      ,    0.00004,  1.17460E+0002,  1.20089E+0002
"x3198348a.2"      ,    0.00004,  1.17596E+0002,  1.20089E+0002
"x3178979c.1"      ,    0.00001,  1.25764E+0002,  1.20089E+0002
"x3178979c.2"      ,    0.00001,  1.25730E+0002,  1.20089E+0002
"x2879054a.1"      ,    0.00004,  1.15489E+0002,  1.20089E+0002
"x2879054a.2"      ,    0.00004,  1.15627E+0002,  1.20089E+0002
"x3085388b.1"      ,    0.00003,  1.15358E+0002,  1.20089E+0002
"x3085388b.2"      ,    0.00003,  1.14810E+0002,  1.20089E+0002
"x2991914c.1"      ,    0.00001,  1.23695E+0002,  1.20089E+0002
"x2991914c.2"      ,    0.00001,  1.23848E+0002,  1.20089E+0002
"x2785534b.1"      ,    0.00005,  1.21397E+0002,  1.20089E+0002
"x2785534b.2"      ,    0.00005,  1.21866E+0002,  1.20089E+0002
"x3122835b.1"      ,    0.00005,  1.20861E+0002,  1.20089E+0002
"x3122835b.2"      ,    0.00005,  1.20333E+0002,  1.20089E+0002
"x3085395a.1"      ,    0.00005,  1.18340E+0002,  1.20089E+0002
"x3085395a.2"      ,    0.00005,  1.18863E+0002,  1.20089E+0002
"x2879064a.1"      ,    0.00005,  1.19275E+0002,  1.20089E+0002
"x2879064a.2"      ,    0.00005,  1.19408E+0002,  1.20089E+0002
"x3066814b.1"      ,    0.00005,  1.22207E+0002,  1.20089E+0002
"x3066814b.2"      ,    0.00005,  1.21589E+0002,  1.20089E+0002
"x2821087a.1"      ,    0.00005,  1.12512E+0002,  1.20089E+0002
"x2821087a.2"      ,    0.00005,  1.12870E+0002,  1.20089E+0002
"x2860479b.1"      ,    0.00006,  1.26536E+0002,  1.20089E+0002
"x2860479b.2"      ,    0.00006,  1.26640E+0002,  1.20089E+0002
"x3728042a.1"      ,    0.00010,  1.19726E+0002,  1.20089E+0002
"x3728042a.2"      ,    0.00010,  1.19567E+0002,  1.20089E+0002
"x2935557a.1"      ,    0.00010,  1.18431E+0002,  1.20089E+0002
"x2935557a.2"      ,    0.00010,  1.18739E+0002,  1.20089E+0002
"x2822864c.1"      ,    0.00001,  1.21508E+0002,  1.20089E+0002
"x2822864c.2"      ,    0.00001,  1.22139E+0002,  1.20089E+0002
"x3235247a.1"      ,    0.00010,  1.17567E+0002,  1.20089E+0002
"x3235247a.2"      ,    0.00010,  1.17132E+0002,  1.20089E+0002
"x3251807a.1"      ,    0.00011,  1.16227E+0002,  1.20089E+0002
"x3251807a.2"      ,    0.00011,  1.15887E+0002,  1.20089E+0002
"x2804282c.1"      ,    0.00001,  1.20577E+0002,  1.20089E+0002
"x2804282c.2"      ,    0.00001,  1.20083E+0002,  1.20089E+0002
"x2935560c.1"      ,    0.00001,  1.22139E+0002,  1.20089E+0002
"x2935560c.2"      ,    0.00001,  1.22380E+0002,  1.20089E+0002
"x3104145b.1"      ,    0.00005,  1.20792E+0002,  1.20089E+0002
"x3104145b.2"      ,    0.00005,  1.20589E+0002,  1.20089E+0002
"x3086078a.1"      ,    0.00002,  1.23276E+0002,  1.20089E+0002
"x3086078a.2"      ,    0.00002,  1.22903E+0002,  1.20089E+0002
"x2860477a.1"      ,    0.00010,  1.19016E+0002,  1.20089E+0002
"x2860477a.2"      ,    0.00010,  1.18912E+0002,  1.20089E+0002
"x3645811c.1"      ,    0.00001,  1.24776E+0002,  1.20089E+0002
"x3645811c.2"      ,    0.00001,  1.24235E+0002,  1.20089E+0002
"x3102793b.1"      ,    0.00005,  1.20694E+0002,  1.20089E+0002
"x3102793b.2"      ,    0.00005,  1.20253E+0002,  1.20089E+0002
"x2991910b.1"      ,    0.00006,  1.25501E+0002,  1.20089E+0002
"x2991910b.2"      ,    0.00006,  1.25326E+0002,  1.20089E+0002
"x2710511a.1"      ,    0.00010,  1.20235E+0002,  1.20089E+0002
"x2710511a.2"      ,    0.00010,  1.20459E+0002,  1.20089E+0002
"x2860486c.1"      ,    0.00001,  1.21977E+0002,  1.20089E+0002
"x2860486c.2"      ,    0.00001,  1.21682E+0002,  1.20089E+0002
"x2935551c.1"      ,    0.00001,  1.20182E+0002,  1.20089E+0002
"x2935551c.2"      ,    0.00001,  1.20666E+0002,  1.20089E+0002
"x2729409b.1"      ,    0.00006,  1.26661E+0002,  1.20089E+0002
"x2729409b.2"      ,    0.00006,  1.26313E+0002,  1.20089E+0002
"x2973833b.1"      ,    0.00001,  1.20812E+0002,  1.20089E+0002
"x2973833b.2"      ,    0.00001,  1.21456E+0002,  1.20089E+0002
"x2897769c.1"      ,    0.00001,  1.23073E+0002,  1.20089E+0002
"x2897769c.2"      ,    0.00001,  1.22494E+0002,  1.20089E+0002
"x3216368c.1"      ,    0.00001,  1.22117E+0002,  1.20089E+0002
"x3216368c.2"      ,    0.00001,  1.22396E+0002,  1.20089E+0002
"x2860490a.1"      ,    0.00005,  1.17834E+0002,  1.20089E+0002
"x2860490a.2"      ,    0.00005,  1.17259E+0002,  1.20089E+0002
"x2861158c.1"      ,    0.00000,  1.22217E+0002,  1.20089E+0002
"x2861158c.2"      ,    0.00000,  1.22262E+0002,  1.20089E+0002
"x3141399c.1"      ,    0.00001,  1.21646E+0002,  1.20089E+0002
"x3141399c.2"      ,    0.00001,  1.21977E+0002,  1.20089E+0002
"x3122816b.1"      ,    0.00006,  1.28029E+0002,  1.20089E+0002
"x3122816b.2"      ,    0.00006,  1.27767E+0002,  1.20089E+0002
"x2992556c.1"      ,    0.00000,  1.23558E+0002,  1.20089E+0002
"x2992556c.2"      ,    0.00000,  1.23396E+0002,  1.20089E+0002
"x2897779c.1"      ,    0.00001,  1.22006E+0002,  1.20089E+0002
"x2897779c.2"      ,    0.00001,  1.22168E+0002,  1.20089E+0002
"x2970811a.1"      ,    0.00011,  1.16339E+0002,  1.20089E+0002
"x2970811a.2"      ,    0.00011,  1.15993E+0002,  1.20089E+0002
"x2991933c.1"      ,    0.00001,  1.23756E+0002,  1.20089E+0002
"x2991933c.2"      ,    0.00001,  1.23925E+0002,  1.20089E+0002
"x2729428a.1"      ,    0.00010,  1.17063E+0002,  1.20089E+0002
"x2729428a.2"      ,    0.00010,  1.17153E+0002,  1.20089E+0002
"x3254216a.1"      ,    0.00011,  1.16089E+0002,  1.20089E+0002
"x3254216a.2"      ,    0.00011,  1.16643E+0002,  1.20089E+0002
"x2897807b.1"      ,    0.00006,  1.26525E+0002,  1.20089E+0002
"x2897807b.2"      ,    0.00006,  1.27054E+0002,  1.20089E+0002
"x2898522a.1"      ,    0.00003,  1.19681E+0002,  1.20089E+0002
"x2898522a.2"      ,    0.00003,  1.19689E+0002,  1.20089E+0002
"x3048230c.1"      ,    0.00001,  1.21881E+0002,  1.20089E+0002
"x3048230c.2"      ,    0.00001,  1.22125E+0002,  1.20089E+0002
"x3195327a.1"      ,    0.00011,  1.16339E+0002,  1.20089E+0002
"x3195327a.2"      ,    0.00011,  1.16058E+0002,  1.20089E+0002
"x3047058a.1"      ,    0.00010,  1.17237E+0002,  1.20089E+0002
"x3047058a.2"      ,    0.00010,  1.17312E+0002,  1.20089E+0002
"x2673313b.1"      ,    0.00006,  1.27685E+0002,  1.20089E+0002
"x2673313b.2"      ,    0.00006,  1.27222E+0002,  1.20089E+0002
"x3649302a.1"      ,    0.00010,  1.19527E+0002,  1.20089E+0002
"x3649302a.2"      ,    0.00010,  1.20119E+0002,  1.20089E+0002
"x3729297a.1"      ,    0.00010,  1.20048E+0002,  1.20089E+0002
"x3729297a.2"      ,    0.00010,  1.19508E+0002,  1.20089E+0002
"x2858163a.1"      ,    0.00010,  1.17488E+0002,  1.20089E+0002
"x2858163a.2"      ,    0.00010,  1.17124E+0002,  1.20089E+0002
"x3214112b.1"      ,    0.00006,  1.24596E+0002,  1.20089E+0002
"x3214112b.2"      ,    0.00006,  1.24501E+0002,  1.20089E+0002
"x2685805a.1"      ,    0.00010,  1.18012E+0002,  1.20089E+0002
"x2685805a.2"      ,    0.00010,  1.18238E+0002,  1.20089E+0002
"x2991912a.1"      ,    0.00004,  1.15652E+0002,  1.20089E+0002
"x2991912a.2"      ,    0.00004,  1.15576E+0002,  1.20089E+0002
"x3140238a.1"      ,    0.00011,  1.16607E+0002,  1.20089E+0002
"x3140238a.2"      ,    0.00011,  1.16004E+0002,  1.20089E+0002
"x3066830b.1"      ,    0.00006,  1.25233E+0002,  1.20089E+0002
"x3066830b.2"      ,    0.00006,  1.24640E+0002,  1.20089E+0002
"x3160878c.1"      ,    0.00001,  1.22694E+0002,  1.20089E+0002
"x3160878c.2"      ,    0.00001,  1.22605E+0002,  1.20089E+0002
"x2916609c.1"      ,    0.00001,  1.22542E+0002,  1.20089E+0002
"x2916609c.2"      ,    0.00001,  1.22024E+0002,  1.20089E+0002
"x2876814a.1"      ,    0.00010,  1.18236E+0002,  1.20089E+0002
"x2876814a.2"      ,    0.00010,  1.17850E+0002,  1.20089E+0002
"x3197646b.1"      ,    0.00006,  1.28775E+0002,  1.20089E+0002
"x3197646b.2"      ,    0.00006,  1.28599E+0002,  1.20089E+0002
"x2973151a.1"      ,    0.00005,  1.19007E+0002,  1.20089E+0002
"x2973151a.2"      ,    0.00005,  1.19287E+0002,  1.20089E+0002
"x3197627c.1"      ,    0.00001,  1.20691E+0002,  1.20089E+0002
"x3197627c.2"      ,    0.00001,  1.20686E+0002,  1.20089E+0002
"x2764412a.1"      ,    0.00011,  1.16584E+0002,  1.20089E+0002
"x2764412a.2"      ,    0.00011,  1.16400E+0002,  1.20089E+0002
"x2766716c.1"      ,    0.00001,  1.22938E+0002,  1.20089E+0002
"x2766716c.2"      ,    0.00001,  1.23424E+0002,  1.20089E+0002
"x2991917b.1"      ,    0.00003,  1.16420E+0002,  1.20089E+0002
"x2991917b.2"      ,    0.00003,  1.15824E+0002,  1.20089E+0002
"x3254229b.1"      ,    0.00005,  1.20840E+0002,  1.20089E+0002
"x3254229b.2"      ,    0.00005,  1.21298E+0002,  1.20089E+0002
"x2935556b.1"      ,    0.00006,  1.27914E+0002,  1.20089E+0002
"x2935556b.2"      ,    0.00006,  1.27371E+0002,  1.20089E+0002
"x3197660b.1"      ,    0.00006,  1.24955E+0002,  1.20089E+0002
"x3197660b.2"      ,    0.00006,  1.24928E+0002,  1.20089E+0002
"x2989565a.1"      ,    0.00004,  1.17870E+0002,  1.20089E+0002
"x2989565a.2"      ,    0.00004,  1.18146E+0002,  1.20089E+0002
"x3645809c.1"      ,    0.00001,  1.24486E+0002,  1.20089E+0002
"x3645809c.2"      ,    0.00001,  1.24645E+0002,  1.20089E+0002
"x3086075b.1"      ,    0.00001,  1.22414E+0002,  1.20089E+0002
"x3086075b.2"      ,    0.00001,  1.22062E+0002,  1.20089E+0002
"x3122824a.1"      ,    0.00005,  1.15213E+0002,  1.20089E+0002
"x3122824a.2"      ,    0.00005,  1.15439E+0002,  1.20089E+0002
"x3216338b.1"      ,    0.00006,  1.26189E+0002,  1.20089E+0002
"x3216338b.2"      ,    0.00006,  1.26706E+0002,  1.20089E+0002
"x2729405b.1"      ,    0.00003,  1.22125E+0002,  1.20089E+0002
"x2729405b.2"      ,    0.00003,  1.22598E+0002,  1.20089E+0002
"x2823545a.1"      ,    0.00006,  1.11045E+0002,  1.20089E+0002
"x2823545a.2"      ,    0.00006,  1.10613E+0002,  1.20089E+0002
"x2916610b.1"      ,    0.00006,  1.28964E+0002,  1.20089E+0002
"x2916610b.2"      ,    0.00006,  1.28389E+0002,  1.20089E+0002
"x3177665a.1"      ,    0.00010,  1.19962E+0002,  1.20089E+0002
"x3177665a.2"      ,    0.00010,  1.19441E+0002,  1.20089E+0002
"x2803199a.1"      ,    0.00005,  1.12763E+0002,  1.20089E+0002
"x2803199a.2"      ,    0.00005,  1.12586E+0002,  1.20089E+0002
"x2803199b.1"      ,    0.00003,  1.16600E+0002,  1.20089E+0002
"x2803199b.2"      ,    0.00003,  1.17244E+0002,  1.20089E+0002
"x2803199c.1"      ,    0.00001,  1.23676E+0002,  1.20089E+0002
"x2803199c.2"      ,    0.00001,  1.23586E+0002,  1.20089E+0002
"x2691952a.1"      ,    0.00010,  1.17291E+0002,  1.20089E+0002
"x2691952a.2"      ,    0.00010,  1.17311E+0002,  1.20089E+0002
"x2748144a.1"      ,    0.00008,  1.14364E+0002,  1.20089E+0002
"x2748144a.2"      ,    0.00008,  1.14788E+0002,  1.20089E+0002
"x3029504b.1"      ,    0.00006,  1.24798E+0002,  1.20089E+0002
"x3029504b.2"      ,    0.00006,  1.24651E+0002,  1.20089E+0002
"x3197635b.1"      ,    0.00006,  1.25316E+0002,  1.20089E+0002
"x3197635b.2"      ,    0.00006,  1.24950E+0002,  1.20089E+0002
"x2724120c.1"      ,    0.00001,  1.22245E+0002,  1.20089E+0002
"x2724120c.2"      ,    0.00001,  1.22259E+0002,  1.20089E+0002
"x3235244a.1"      ,    0.00010,  1.19047E+0002,  1.20089E+0002
"x3235244a.2"      ,    0.00010,  1.19262E+0002,  1.20089E+0002
"x2804254a.1"      ,    0.00010,  1.19329E+0002,  1.20089E+0002
"x2804254a.2"      ,    0.00010,  1.19632E+0002,  1.20089E+0002
"x2820531b.1"      ,    0.00006,  1.29081E+0002,  1.20089E+0002
"x2820531b.2"      ,    0.00006,  1.28644E+0002,  1.20089E+0002
"x3254214b.1"      ,    0.00006,  1.24588E+0002,  1.20089E+0002
"x3254214b.2"      ,    0.00006,  1.24557E+0002,  1.20089E+0002
"x2691966b.1"      ,    0.00005,  1.20730E+0002,  1.20089E+0002
"x2691966b.2"      ,    0.00005,  1.21058E+0002,  1.20089E+0002
"x3122822a.1"      ,    0.00010,  1.17460E+0002,  1.20089E+0002
"x3122822a.2"      ,    0.00010,  1.17177E+0002,  1.20089E+0002
"x3197639a.1"      ,    0.00010,  1.17238E+0002,  1.20089E+0002
"x3197639a.2"      ,    0.00011,  1.16670E+0002,  1.20089E+0002
"x3120503a.1"      ,    0.00011,  1.15935E+0002,  1.20089E+0002
"x3120503a.2"      ,    0.00011,  1.16148E+0002,  1.20089E+0002
"x3216349b.1"      ,    0.00006,  1.24239E+0002,  1.20089E+0002
"x3216349b.2"      ,    0.00006,  1.24735E+0002,  1.20089E+0002
"x3027670b.1"      ,    0.00003,  1.16598E+0002,  1.20089E+0002
"x3027670b.2"      ,    0.00003,  1.17218E+0002,  1.20089E+0002
"x3085392c.1"      ,    0.00001,  1.20687E+0002,  1.20089E+0002
"x3085392c.2"      ,    0.00001,  1.20455E+0002,  1.20089E+0002
"x3010556a.1"      ,    0.00005,  1.19183E+0002,  1.20089E+0002
"x3010556a.2"      ,    0.00005,  1.19270E+0002,  1.20089E+0002
"x3232902a.1"      ,    0.00005,  1.12146E+0002,  1.20089E+0002
"x3232902a.2"      ,    0.00005,  1.12648E+0002,  1.20089E+0002
"x3101782a.1"      ,    0.00006,  1.10953E+0002,  1.20089E+0002
"x3101782a.2"      ,    0.00006,  1.10718E+0002,  1.20089E+0002
"x2766715b.1"      ,    0.00006,  1.26610E+0002,  1.20089E+0002
"x2766715b.2"      ,    0.00006,  1.26765E+0002,  1.20089E+0002
"x2970804c.1"      ,    0.00000,  1.21781E+0002,  1.20089E+0002
"x2970804c.2"      ,    0.00000,  1.22221E+0002,  1.20089E+0002
"x3178975b.1"      ,    0.00006,  1.24997E+0002,  1.20089E+0002
"x3178975b.2"      ,    0.00006,  1.25597E+0002,  1.20089E+0002
"x2841648a.1"      ,    0.00011,  1.16632E+0002,  1.20089E+0002
"x2841648a.2"      ,    0.00011,  1.16249E+0002,  1.20089E+0002
"x3029497c.1"      ,    0.00001,  1.20639E+0002,  1.20089E+0002
"x3029497c.2"      ,    0.00001,  1.20509E+0002,  1.20089E+0002
"x3029520b.1"      ,    0.00006,  1.24722E+0002,  1.20089E+0002
"x3029520b.2"      ,    0.00006,  1.24503E+0002,  1.20089E+0002
"x2766744b.1"      ,    0.00006,  1.27487E+0002,  1.20089E+0002
"x2766744b.2"      ,    0.00006,  1.27330E+0002,  1.20089E+0002
"x3029518b.1"      ,    0.00006,  1.26933E+0002,  1.20089E+0002
"x3029518b.2"      ,    0.00006,  1.26651E+0002,  1.20089E+0002
"x2936214a.1"      ,    0.00006,  1.11713E+0002,  1.20089E+0002
"x2936214a.2"      ,    0.00006,  1.11873E+0002,  1.20089E+0002
"x2954346b.1"      ,    0.00006,  1.24305E+0002,  1.20089E+0002
"x2954346b.2"      ,    0.00006,  1.24937E+0002,  1.20089E+0002
"x2879061b.1"      ,    0.00006,  1.25608E+0002,  1.20089E+0002
"x2879061b.2"      ,    0.00006,  1.25541E+0002,  1.20089E+0002
"x3141394b.1"      ,    0.00004,  1.23463E+0002,  1.20089E+0002
"x3141394b.2"      ,    0.00004,  1.23635E+0002,  1.20089E+0002
"x3142098b.1"      ,    0.00002,  1.19376E+0002,  1.20089E+0002
"x3142098b.2"      ,    0.00002,  1.18791E+0002,  1.20089E+0002
"x3645812c.1"      ,    0.00001,  1.24429E+0002,  1.20089E+0002
"x3645812c.2"      ,    0.00001,  1.24697E+0002,  1.20089E+0002
"x2916627a.1"      ,    0.00005,  1.18924E+0002,  1.20089E+0002
"x2916627a.2"      ,    0.00005,  1.19201E+0002,  1.20089E+0002
"x3066815c.1"      ,    0.00001,  1.24893E+0002,  1.20089E+0002
"x3066815c.2"      ,    0.00001,  1.24822E+0002,  1.20089E+0002
"x3179678b.1"      ,    0.00002,  1.17711E+0002,  1.20089E+0002
"x3179678b.2"      ,    0.00002,  1.17981E+0002,  1.20089E+0002
"x3254237a.1"      ,    0.00005,  1.12961E+0002,  1.20089E+0002
"x3254237a.2"      ,    0.00005,  1.12335E+0002,  1.20089E+0002
"x2710512b.1"      ,    0.00006,  1.24699E+0002,  1.20089E+0002
"x2710512b.2"      ,    0.00006,  1.24713E+0002,  1.20089E+0002
"x3104125b.1"      ,    0.00002,  1.15715E+0002,  1.20089E+0002
"x3104125b.2"      ,    0.00002,  1.15143E+0002,  1.20089E+0002
"x3010559a.1"      ,    0.00010,  1.19421E+0002,  1.20089E+0002
"x3010559a.2"      ,    0.00010,  1.18862E+0002,  1.20089E+0002
"x2897790c.1"      ,    0.00001,  1.25758E+0002,  1.20089E+0002
"x2897790c.2"      ,    0.00001,  1.25520E+0002,  1.20089E+0002
"x2711225c.1"      ,    0.00001,  1.23765E+0002,  1.20089E+0002
"x2711225c.2"      ,    0.00001,  1.23802E+0002,  1.20089E+0002
"x2766729a.1"      ,    0.00005,  1.16800E+0002,  1.20089E+0002
"x2766729a.2"      ,    0.00005,  1.16569E+0002,  1.20089E+0002
"x3235275b.1"      ,    0.00003,  1.16967E+0002,  1.20089E+0002
"x3235275b.2"      ,    0.00003,  1.16840E+0002,  1.20089E+0002
"x3728038a.1"      ,    0.00010,  1.19731E+0002,  1.20089E+0002
"x3728038a.2"      ,    0.00010,  1.19578E+0002,  1.20089E+0002
"x3048222c.1"      ,    0.00001,  1.23594E+0002,  1.20089E+0002
"x3048222c.2"      ,    0.00001,  1.24035E+0002,  1.20089E+0002
"x2841630c.1"      ,    0.00001,  1.22248E+0002,  1.20089E+0002
"x2841630c.2"      ,    0.00001,  1.22680E+0002,  1.20089E+0002
"x2991907a.1"      ,    0.00005,  1.19189E+0002,  1.20089E+0002
"x2991907a.2"      ,    0.00005,  1.19383E+0002,  1.20089E+0002
"x2973144c.1"      ,    0.00001,  1.22068E+0002,  1.20089E+0002
"x2973144c.2"      ,    0.00001,  1.22472E+0002,  1.20089E+0002
"x3178976a.1"      ,    0.00010,  1.17449E+0002,  1.20089E+0002
"x3178976a.2"      ,    0.00010,  1.17193E+0002,  1.20089E+0002
"x3159448a.1"      ,    0.00010,  1.19198E+0002,  1.20089E+0002
"x3159448a.2"      ,    0.00010,  1.19445E+0002,  1.20089E+0002
"x3231255c.1"      ,    0.00001,  1.25536E+0002,  1.20089E+0002
"x3231255c.2"      ,    0.00001,  1.25310E+0002,  1.20089E+0002
"x3197626c.1"      ,    0.00001,  1.20603E+0002,  1.20089E+0002
"x3197626c.2"      ,    0.00001,  1.21188E+0002,  1.20089E+0002
"x2802480b.1"      ,    0.00003,  1.17119E+0002,  1.20089E+0002
"x2802480b.2"      ,    0.00003,  1.16598E+0002,  1.20089E+0002
"x2823544a.1"      ,    0.00006,  1.11000E+0002,  1.20089E+0002
"x2823544a.2"      ,    0.00006,  1.10744E+0002,  1.20089E+0002
"x2841624b.1"      ,    0.00006,  1.26555E+0002,  1.20089E+0002
"x2841624b.2"      ,    0.00006,  1.26424E+0002,  1.20089E+0002
"x3101194c.1"      ,    0.00001,  1.21641E+0002,  1.20089E+0002
"x3101194c.2"      ,    0.00001,  1.22328E+0002,  1.20089E+0002
"x2841619c.1"      ,    0.00001,  1.20111E+0002,  1.20089E+0002
"x2841619c.2"      ,    0.00001,  1.20468E+0002,  1.20089E+0002
"x2861218c.1"      ,    0.00001,  1.23524E+0002,  1.20089E+0002
"x2861218c.2"      ,    0.00001,  1.22951E+0002,  1.20089E+0002
"x2710513b.1"      ,    0.00006,  1.24612E+0002,  1.20089E+0002
"x2710513b.2"      ,    0.00006,  1.24596E+0002,  1.20089E+0002
"x2879062c.1"      ,    0.00001,  1.20209E+0002,  1.20089E+0002
"x2879062c.2"      ,    0.00001,  1.20756E+0002,  1.20089E+0002
"x2879767b.1"      ,    0.00002,  1.18997E+0002,  1.20089E+0002
"x2879767b.2"      ,    0.00002,  1.19310E+0002,  1.20089E+0002
"x2766725c.1"      ,    0.00001,  1.23136E+0002,  1.20089E+0002
"x2766725c.2"      ,    0.00001,  1.23578E+0002,  1.20089E+0002
"x3141396c.1"      ,    0.00001,  1.22923E+0002,  1.20089E+0002
"x3141396c.2"      ,    0.00001,  1.23228E+0002,  1.20089E+0002
"x2879752b.1"      ,    0.00003,  1.22017E+0002,  1.20089E+0002
"x2879752b.2"      ,    0.00003,  1.22498E+0002,  1.20089E+0002
"x2991940c.1"      ,    0.00001,  1.21332E+0002,  1.20089E+0002
"x2991940c.2"      ,    0.00001,  1.21230E+0002,  1.20089E+0002
"x2673321a.1"      ,    0.00005,  1.16422E+0002,  1.20089E+0002
"x2673321a.2"      ,    0.00005,  1.16497E+0002,  1.20089E+0002
"x2673326b.1"      ,    0.00006,  1.26568E+0002,  1.20089E+0002
"x2673326b.2"      ,    0.00006,  1.26395E+0002,  1.20089E+0002
"x2925506c.1"      ,    0.00001,  1.22974E+0002,  1.20089E+0002
"x2925506c.2"      ,    0.00001,  1.22682E+0002,  1.20089E+0002
"x2730106c.1"      ,    0.00001,  1.24015E+0002,  1.20089E+0002
"x2730106c.2"      ,    0.00001,  1.23453E+0002,  1.20089E+0002
"x2820556a.1"      ,    0.00011,  1.16649E+0002,  1.20089E+0002
"x2820556a.2"      ,    0.00011,  1.16311E+0002,  1.20089E+0002
"x3235248c.1"      ,    0.00001,  1.23155E+0002,  1.20089E+0002
"x3235248c.2"      ,    0.00001,  1.22791E+0002,  1.20089E+0002
"x2822871b.1"      ,    0.00006,  1.28608E+0002,  1.20089E+0002
"x2822871b.2"      ,    0.00006,  1.28441E+0002,  1.20089E+0002
"x2955076a.1"      ,    0.00004,  1.17831E+0002,  1.20089E+0002
"x2955076a.2"      ,    0.00004,  1.18349E+0002,  1.20089E+0002
